name,team,location,height,weight,year,country,url,changshu,xianfa,fenzhong,mingzhonglv,sanfen,faqiu,jingong,fanshou,defen,lanban,zhugong,qiangduan,gaimao,shiwu,fangui
Precious Achiuwa,热火,前锋,2.06,102.1 公斤,0,尼日利亚,https://china.nba.com//players/#!/precious_achiuwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaylen Adams,雄鹿,后卫,1.83,102.1 公斤,2,美国,https://china.nba.com//players/#!/jaylen_adams,34,1,12.6,34.5,33.8,77.8,0.3,1.4,3.2,1.8,1.9,0.4,0.2,0.8,1.3
Steven Adams,鹈鹕,中锋,2.11,120.2 公斤,7,新西兰,https://china.nba.com//players/#!/steven_adams,530,466,26.8,58.9,10.0,55.7,3.4,4.2,9.8,7.6,1.2,0.9,1.0,1.4,2.6
Bam Adebayo,热火,中锋-前锋,2.06,115.7 公斤,3,美国,https://china.nba.com//players/#!/bam_adebayo,223,119,25.6,55.3,13.9,71.0,2.1,5.6,10.5,7.7,2.9,0.8,0.9,1.8,2.4
LaMarcus Aldridge,马刺,中锋-前锋,2.11,113.4 公斤,14,美国,https://china.nba.com//players/#!/lamarcus_aldridge,1003,962,34.4,49.1,31.2,81.1,2.7,5.7,19.5,8.3,2.0,0.7,1.1,1.6,2.5
Ty-Shon Alexander,太阳,后卫,1.93,88.5 公斤,0,美国,https://china.nba.com//players/#!/ty-shon_alexander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nickeil Alexander-Walker,鹈鹕,后卫,1.96,93.0 公斤,1,加拿大,https://china.nba.com//players/#!/nickeil_alexander-walker,47,1,12.6,36.8,34.6,67.6,0.2,1.6,5.7,1.8,1.9,0.4,0.2,1.2,1.2
Rawle Alkins,鹈鹕,后卫,1.96,99.8 公斤,1,美国,https://china.nba.com//players/#!/rawle_alkins,10,1,12.0,33.3,25.0,66.7,1.1,1.5,3.7,2.6,1.3,0.1,0.0,0.8,0.7
Grayson Allen,灰熊,后卫,1.93,89.8 公斤,2,美国,https://china.nba.com//players/#!/grayson_allen,76,2,14.9,42.9,37.1,80.0,0.1,1.3,7.1,1.4,1.0,0.2,0.1,0.9,1.3
Jarrett Allen,篮网,中锋,2.11,110.2 公斤,3,美国,https://china.nba.com//players/#!/jarrett_allen,222,175,24.3,60.9,16.7,69.4,2.5,5.3,10.1,7.8,1.2,0.5,1.4,1.2,2.2
Al-Farouq Aminu,魔术,前锋,2.03,99.8 公斤,10,美国,https://china.nba.com//players/#!/al-farouq_aminu,688,431,25.1,42.1,33.5,74.5,1.4,4.7,7.6,6.1,1.2,1.0,0.6,1.2,1.9
Justin Anderson,76人,前锋-后卫,1.96,104.8 公斤,5,美国,https://china.nba.com//players/#!/justin_anderson,226,24,13.1,41.3,29.6,77.4,0.6,1.9,5.2,2.6,0.7,0.4,0.3,0.6,1.2
Kyle Anderson,灰熊,前锋-后卫,2.06,104.3 公斤,6,美国,https://china.nba.com//players/#!/kyle_anderson,367,168,19.7,48.8,31.1,69.9,0.7,3.3,5.4,4.0,2.0,1.0,0.5,0.9,1.4
Ike Anigbogu,鹈鹕,中锋,2.06,114.3 公斤,2,美国,https://china.nba.com//players/#!/ike_anigbogu,14,0,2.6,33.3,0.0,83.3,0.4,0.4,0.9,0.9,0.1,0.1,0.3,0.2,0.1
Giannis Antetokounmpo,雄鹿,前锋,2.11,109.8 公斤,7,希腊,https://china.nba.com//players/#!/giannis_antetokounmpo,528,463,32.5,52.6,28.4,72.2,1.7,7.2,20.1,8.9,4.3,1.2,1.3,2.8,3.0
Kostas Antetokounmpo,湖人,前锋,2.08,90.7 公斤,2,希腊,https://china.nba.com//players/#!/kostas_antetokounmpo,7,0,4.4,50.0,0.0,50.0,0.3,0.3,1.3,0.6,0.3,0.3,0.0,0.3,0.3
Thanasis Antetokounmpo,雄鹿,前锋,1.98,99.3 公斤,2,希腊,https://china.nba.com//players/#!/thanasis_antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carmelo Anthony,开拓者,前锋,2.03,108.0 公斤,17,美国,https://china.nba.com//players/#!/carmelo_anthony,1122,1114,35.7,44.8,34.9,81.2,1.7,4.8,23.6,6.5,2.9,1.0,0.5,2.6,2.9
Cole Anthony,魔术,后卫,1.90,83.9 公斤,0,美国,https://china.nba.com//players/#!/cole_anthony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG Anunoby,猛龙,前锋,2.01,105.2 公斤,3,英国,https://china.nba.com//players/#!/og_anunoby,210,136,23.3,48.0,36.5,65.0,0.9,2.7,7.8,3.6,1.0,0.9,0.4,0.9,2.1
Ryan Arcidiacono,公牛,后卫,1.90,88.5 公斤,3,美国,https://china.nba.com//players/#!/ryan_arcidiacono,163,36,19.6,43.3,37.3,82.9,0.3,1.9,5.2,2.2,2.5,0.6,0.0,0.7,1.8
Trevor Ariza,雷霆,前锋,2.03,97.5 公斤,16,美国,https://china.nba.com//players/#!/trevor_ariza,1064,731,29.7,42.3,35.2,73.2,1.0,3.8,10.5,4.8,2.2,1.5,0.3,1.4,2.0
D.J. Augustin,雄鹿,后卫,1.80,83.0 公斤,12,美国,https://china.nba.com//players/#!/d.j._augustin,864,320,24.1,41.2,37.9,86.5,0.3,1.6,9.9,1.9,4.0,0.6,0.0,1.5,1.5
Deni Avdija,奇才,前锋,2.06,95.3 公斤,0,以色列,https://china.nba.com//players/#!/deni_avdija,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deandre Ayton,太阳,中锋,2.11,113.4 公斤,2,巴哈马,https://china.nba.com//players/#!/deandre_ayton,109,102,31.4,57.0,17.6,74.8,3.4,7.3,17.0,10.7,1.8,0.8,1.2,1.9,3.0
Udoka Azubuike,爵士,中锋-前锋,2.13,127.0 公斤,0,尼日利亚,https://china.nba.com//players/#!/udoka_azubuike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Bacon,魔术,后卫-前锋,1.98,100.2 公斤,3,美国,https://china.nba.com//players/#!/dwayne_bacon,135,30,16.0,40.3,34.5,71.8,0.2,2.1,5.3,2.3,1.0,0.4,0.1,0.6,1.3
Marvin Bagley III,国王,前锋,2.11,106.6 公斤,2,美国,https://china.nba.com//players/#!/marvin_bagley_iii,75,10,25.4,49.7,28.8,70.3,2.6,5.0,14.8,7.6,1.0,0.5,1.0,1.6,2.2
LaMelo Ball,黄蜂,后卫,2.03,81.6 公斤,0,美国,https://china.nba.com//players/#!/lamelo_ball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonzo Ball,鹈鹕,后卫,1.98,86.2 公斤,3,美国,https://china.nba.com//players/#!/lonzo_ball,162,149,32.3,39.0,34.1,48.7,1.2,4.9,10.7,6.1,6.6,1.5,0.6,2.7,2.2
Mo Bamba,魔术,中锋,2.13,104.8 公斤,2,美国,https://china.nba.com//players/#!/mohamed_bamba,109,1,15.1,47.1,32.8,62.4,1.5,3.4,5.7,4.9,0.7,0.3,1.4,0.8,2.0
Desmond Bane,灰熊,后卫,1.98,97.5 公斤,0,美国,https://china.nba.com//players/#!/desmond_bane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Barnes,国王,前锋,2.03,102.1 公斤,8,美国,https://china.nba.com//players/#!/harrison_barnes,612,551,31.2,44.8,37.5,79.6,1.0,3.9,13.7,4.9,1.6,0.7,0.2,1.2,1.7
RJ Barrett,尼克斯,前锋-后卫,1.98,97.1 公斤,1,加拿大,https://china.nba.com//players/#!/rj_barrett,56,55,30.4,40.2,32.0,61.4,0.9,4.1,14.3,5.0,2.6,1.0,0.3,2.2,2.2
Will Barton,掘金,后卫,1.96,82.1 公斤,8,美国,https://china.nba.com//players/#!/will_barton,496,161,24.4,43.4,34.7,78.6,0.8,3.5,11.1,4.2,2.5,0.8,0.4,1.4,1.6
Keita Bates-Diop,马刺,前锋,2.03,103.9 公斤,2,美国,https://china.nba.com//players/#!/keita_bates-diop,74,3,16.9,42.6,30.3,69.9,0.6,2.3,5.9,2.8,0.6,0.5,0.5,0.4,1.0
Nicolas Batum,快船,后卫-前锋,2.06,104.3 公斤,12,法国,https://china.nba.com//players/#!/nicolas_batum,789,714,31.3,43.4,35.7,84.1,1.1,4.2,11.6,5.3,3.8,1.0,0.6,1.8,1.8
Aron Baynes,猛龙,中锋-前锋,2.08,117.9 公斤,8,澳洲,https://china.nba.com//players/#!/aron_baynes,469,137,15.8,49.5,32.7,80.0,1.5,3.0,6.0,4.5,0.8,0.2,0.5,0.9,2.2
Kent Bazemore,勇士,后卫-前锋,1.93,88.5 公斤,8,美国,https://china.nba.com//players/#!/kent_bazemore,551,278,21.2,41.3,35.1,72.6,0.4,2.9,8.7,3.2,1.8,1.0,0.5,1.5,2.0
Darius Bazley,雷霆,前锋-后卫,2.03,94.3 公斤,1,美国,https://china.nba.com//players/#!/darius_bazley,61,9,18.5,39.4,34.8,69.4,0.5,3.5,5.6,4.0,0.7,0.4,0.7,0.7,0.9
Bradley Beal,奇才,后卫,1.90,93.9 公斤,8,美国,https://china.nba.com//players/#!/bradley_beal,545,511,34.6,45.2,38.0,80.7,0.8,3.2,21.0,4.0,4.0,1.1,0.4,2.3,2.2
Malik Beasley,森林狼,后卫,1.93,84.8 公斤,4,美国,https://china.nba.com//players/#!/malik_beasley,220,33,17.4,44.8,38.8,80.0,0.3,1.7,8.2,2.0,1.0,0.5,0.1,0.7,1.1
DeAndre' Bembry,猛龙,后卫-前锋,1.96,95.3 公斤,4,美国,https://china.nba.com//players/#!/deandre'_bembry,189,23,19.4,44.8,26.9,59.2,0.6,2.8,6.2,3.4,1.9,1.0,0.4,1.4,1.8
Davis Bertans,奇才,前锋,2.08,102.1 公斤,4,拉脱维亚,https://china.nba.com//players/#!/davis_bertans,274,32,18.6,44.1,41.1,84.9,0.4,2.4,8.0,2.8,1.1,0.4,0.5,0.6,1.6
Patrick Beverley,快船,后卫,1.85,81.6 公斤,8,美国,https://china.nba.com//players/#!/patrick_beverley,431,350,28.1,41.4,38.1,76.1,1.2,3.2,8.9,4.4,3.5,1.2,0.4,1.3,3.1
Saddiq Bey,活塞,前锋,2.03,97.5 公斤,0,美国,https://china.nba.com//players/#!/saddiq_bey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Bey,独行侠,前锋,2.01,97.5 公斤,0,美国,https://china.nba.com//players/#!/tyler_bey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khem Birch,魔术,中锋,2.06,105.7 公斤,3,加拿大,https://china.nba.com//players/#!/khem_birch,140,25,15.3,55.2,0.0,67.8,1.7,2.5,4.5,4.2,0.9,0.4,0.5,0.5,1.6
Goga Bitadze,步行者,中锋-前锋,2.11,113.4 公斤,1,格鲁吉亚,https://china.nba.com//players/#!/goga_bitadze,54,2,8.7,46.7,19.0,72.7,0.5,1.5,3.2,2.0,0.4,0.2,0.7,0.5,1.2
Bismack Biyombo,黄蜂,中锋,2.03,115.7 公斤,9,刚果民主共和国,https://china.nba.com//players/#!/bismack_biyombo,636,271,20.2,52.0,0.0,57.5,2.0,4.3,5.1,6.2,0.5,0.3,1.3,0.9,2.2
Nemanja Bjelica,国王,前锋,2.08,106.1 公斤,5,塞尔维亚,https://china.nba.com//players/#!/nemanja_bjelica,341,159,21.8,46.6,39.3,77.2,1.2,3.6,8.0,4.8,1.8,0.7,0.5,1.0,2.5
Eric Bledsoe,鹈鹕,后卫,1.85,97.1 公斤,10,美国,https://china.nba.com//players/#!/eric_bledsoe,631,469,27.8,45.7,33.6,79.3,0.8,3.2,14.2,4.0,4.8,1.4,0.5,2.6,2.1
Keljin Blevins,开拓者,后卫,1.98,90.7 公斤,0,美国,https://china.nba.com//players/#!/keljin_blevins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevon Bluiett,爵士,后卫,1.96,89.8 公斤,0,美国,https://china.nba.com//players/#!/trevon_bluiett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bennie Boatwright,灰熊,前锋-中锋,2.08,106.6 公斤,0,美国,https://china.nba.com//players/#!/bennie_boatwright,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogdan Bogdanovic,老鹰,后卫,1.98,99.8 公斤,3,塞尔维亚,https://china.nba.com//players/#!/bogdan_bogdanovic,209,97,28.2,43.4,37.4,80.6,0.5,2.8,13.5,3.2,3.5,1.0,0.2,1.7,2.1
Bojan Bogdanovic,爵士,前锋,2.03,102.5 公斤,6,克罗地亚,https://china.nba.com//players/#!/bojan_bogdanovic,462,345,28.5,46.0,39.4,85.8,0.5,3.0,14.2,3.5,1.5,0.6,0.1,1.6,1.6
Bol Bol,掘金,中锋-前锋,2.18,99.8 公斤,1,苏丹,https://china.nba.com//players/#!/bol_bol,7,0,12.4,50.0,44.4,80.0,0.7,2.0,5.7,2.7,0.9,0.3,0.9,1.4,1.6
Marques Bolden,骑士,中锋,2.08,112.9 公斤,1,美国,https://china.nba.com//players/#!/marques_bolden,1,0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
Jordan Bone,魔术,后卫,1.90,81.6 公斤,1,美国,https://china.nba.com//players/#!/jordan_bone,10,0,5.3,25.0,20.0,0.0,0.0,0.4,1.2,0.4,0.8,0.1,0.0,0.2,0.6
Isaac Bonga,奇才,后卫,2.03,81.6 公斤,2,德国,https://china.nba.com//players/#!/isaac_bonga,88,49,15.6,46.1,31.6,78.0,0.9,1.9,4.0,2.8,1.0,0.6,0.3,0.7,1.9
Devin Booker,太阳,后卫,1.96,93.4 公斤,5,美国,https://china.nba.com//players/#!/devin_booker,342,317,33.5,44.8,35.4,87.1,0.5,3.1,22.5,3.6,4.7,0.8,0.3,3.3,3.1
Chris Boucher,猛龙,前锋-中锋,2.06,90.7 公斤,3,加拿大,https://china.nba.com//players/#!/chris_boucher,91,0,10.8,46.5,32.1,79.4,1.4,2.3,5.5,3.7,0.3,0.3,0.9,0.4,1.6
Brian Bowen II,步行者,前锋-后卫,1.98,86.2 公斤,1,美国,https://china.nba.com//players/#!/brian_bowen_ii,6,1,5.2,30.0,0.0,0.0,0.2,1.0,1.0,1.2,0.0,0.0,0.2,0.2,0.5
Avery Bradley,热火,后卫,1.90,81.6 公斤,10,美国,https://china.nba.com//players/#!/avery_bradley,571,493,28.3,43.6,36.4,78.0,0.6,2.3,11.8,2.9,1.8,1.0,0.2,1.4,2.2
Tony Bradley,76人,中锋-前锋,2.08,112.5 公斤,3,美国,https://china.nba.com//players/#!/tony_bradley,70,3,10.4,63.4,75.0,66.0,1.8,2.4,4.4,4.2,0.4,0.2,0.5,0.5,1.7
Jarrell Brantley,爵士,前锋,1.96,113.4 公斤,1,美国,https://china.nba.com//players/#!/jarrell_brantley,9,0,10.7,35.7,23.1,50.0,0.2,2.0,2.7,2.2,1.2,0.3,0.6,0.8,0.8
Ignas Brazdeikis,尼克斯,前锋,1.98,100.2 公斤,1,立陶宛,https://china.nba.com//players/#!/ignas_brazdeikis,9,0,5.9,27.3,11.1,80.0,0.2,0.3,1.9,0.6,0.4,0.0,0.1,0.2,0.3
Mikal Bridges,太阳,前锋,1.98,94.8 公斤,2,美国,https://china.nba.com//players/#!/mikal_bridges,155,88,28.8,46.7,34.5,82.5,0.8,2.8,8.7,3.6,1.9,1.5,0.5,0.9,2.4
Miles Bridges,黄蜂,前锋,1.98,102.1 公斤,2,美国,https://china.nba.com//players/#!/miles_bridges,145,89,25.5,44.0,32.8,78.8,1.1,3.7,9.9,4.7,1.4,0.7,0.7,1.0,1.7
Amida Brimah,步行者,中锋,2.08,104.3 公斤,0,美国,https://china.nba.com//players/#!/amida_brimah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oshae Brissett,猛龙,前锋-后卫,2.01,95.3 公斤,1,加拿大,https://china.nba.com//players/#!/oshae_brissett,19,0,7.1,36.1,20.0,80.0,0.5,0.9,1.9,1.4,0.4,0.2,0.1,0.4,1.0
Malcolm Brogdon,步行者,后卫,1.96,103.9 公斤,4,美国,https://china.nba.com//players/#!/malcolm_brogdon,241,166,28.7,47.1,38.5,89.4,0.8,3.1,13.6,3.8,4.4,0.9,0.2,1.7,1.9
Dillon Brooks,灰熊,后卫-前锋,2.01,102.1 公斤,3,加拿大,https://china.nba.com//players/#!/dillon_brooks,173,147,27.7,42.0,35.8,77.7,0.7,2.3,12.8,3.1,1.7,0.8,0.3,1.5,3.2
Bruce Brown,篮网,后卫-前锋,1.93,91.6 公斤,2,美国,https://china.nba.com//players/#!/tmp_bruce_brown,132,99,23.4,42.4,30.2,74.3,0.8,2.7,6.3,3.5,2.4,0.8,0.5,1.1,2.6
Jaylen Brown,凯尔特人,后卫-前锋,1.98,101.2 公斤,4,美国,https://china.nba.com//players/#!/jaylen_brown,279,172,26.3,46.8,37.1,67.8,0.9,3.6,13.1,4.5,1.4,0.9,0.3,1.5,2.4
Bruno Caboclo,火箭,前锋,2.06,98.9 公斤,6,巴西,https://china.nba.com//players/#!/bruno_caboclo,99,20,12.7,40.0,31.6,84.6,0.8,1.8,4.3,2.6,0.7,0.4,0.6,0.7,1.3
Devontae Cacok,湖人,前锋,2.03,108.9 公斤,1,美国,https://china.nba.com//players/#!/davontae_cacok,1,0,9.0,50.0,0.0,0.0,2.0,3.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0
Kentavious Caldwell-Pope,湖人,后卫,1.96,92.5 公斤,7,美国,https://china.nba.com//players/#!/kentavious_caldwell-pope,539,397,29.2,41.8,34.9,79.7,0.7,2.5,11.6,3.2,1.6,1.1,0.2,1.0,1.9
Facundo Campazzo,掘金,0,0 公斤,0,https://china.nba.com//players/#!/tmp_facundo_campazzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vlatko Cancar,掘金,前锋,2.03,107.0 公斤,1,斯洛文尼亚,https://china.nba.com//players/#!/vlatko_cancar,14,0,3.2,40.0,16.7,100.0,0.4,0.4,1.2,0.7,0.2,0.1,0.1,0.2,0.5
Devin Cannady,魔术,后卫,1.88,83.0 公斤,0,美国,https://china.nba.com//players/#!/devin_cannady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clint Capela,老鹰,中锋,2.08,108.9 公斤,6,瑞士,https://china.nba.com//players/#!/clint_capela,334,274,26.0,63.4,0.0,52.6,3.3,6.5,12.2,9.7,1.0,0.7,1.5,1.2,2.5
Vernon Carey Jr.,黄蜂,前锋-中锋,2.08,122.5 公斤,0,美国,https://china.nba.com//players/#!/vernon_carey_jr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Carr,鹈鹕,后卫-前锋,1.96,90.7 公斤,0,美国,https://china.nba.com//players/#!/tony_carr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jevon Carter,太阳,后卫,1.85,90.7 公斤,2,美国,https://china.nba.com//players/#!/jevon_carter,97,5,15.7,36.7,38.7,83.1,0.5,1.4,4.7,1.9,1.6,0.8,0.3,0.7,1.5
Wendell Carter Jr.,公牛,中锋-前锋,2.06,122.5 公斤,2,美国,https://china.nba.com//players/#!/wendell_carter_jr,87,87,27.2,50.8,19.7,76.1,2.6,5.6,10.8,8.2,1.5,0.7,1.1,1.6,3.6
Michael Carter-Williams,魔术,后卫,1.96,86.2 公斤,7,美国,https://china.nba.com//players/#!/michael_carter-williams,360,192,25.3,40.2,25.6,71.3,0.9,3.4,10.4,4.4,4.4,1.3,0.6,2.3,2.4
Alex Caruso,湖人,后卫,1.96,84.4 公斤,3,美国,https://china.nba.com//players/#!/alex_caruso,126,13,18.0,42.6,36.2,75.0,0.4,1.6,5.7,2.0,2.2,0.9,0.3,1.1,1.6
Willie Cauley Stein,独行侠,中锋,2.13,108.9 公斤,5,美国,https://china.nba.com//players/#!/willie_cauley-stein,349,237,23.5,53.9,21.1,61.1,1.8,4.5,9.6,6.3,1.6,0.9,0.8,1.0,2.4
Ahmad Caver,灰熊,后卫,1.88,78.9 公斤,0,美国,https://china.nba.com//players/#!/ahmad_caver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoeli Childs,奇才,前锋,2.03,102.1 公斤,0,美国,https://china.nba.com//players/#!/yoeli_childs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Chiozza,篮网,后卫,1.80,79.4 公斤,2,美国,https://china.nba.com//players/#!/chris_chiozza,35,2,12.4,38.5,37.7,100.0,0.3,1.3,4.2,1.6,2.5,0.6,0.1,0.9,1.1
Marquese Chriss,勇士,前锋,2.06,108.9 公斤,4,美国,https://china.nba.com//players/#!/marquese_chriss,256,147,19.4,45.6,29.0,66.9,1.3,3.6,8.0,4.9,1.1,0.7,0.8,1.3,2.6
Gary Clark,魔术,前锋,1.98,102.1 公斤,2,美国,https://china.nba.com//players/#!/gary_clark,93,7,13.0,36.6,32.1,94.1,0.7,1.8,3.3,2.4,0.4,0.3,0.5,0.2,1.0
Brandon Clarke,灰熊,前锋-后卫,2.03,97.5 公斤,1,加拿大,https://china.nba.com//players/#!/brandon_clarke,58,4,22.4,61.8,35.9,75.9,1.6,4.4,12.1,6.0,1.4,0.6,0.8,1.0,1.7
Jordan Clarkson,爵士,后卫,1.93,88.0 公斤,6,美国,https://china.nba.com//players/#!/jordan_clarkson,453,140,27.0,44.6,34.2,81.8,0.9,2.3,14.8,3.1,2.6,0.9,0.1,1.7,1.7
Nicolas Claxton,篮网,前锋-中锋,2.11,97.5 公斤,1,美国,https://china.nba.com//players/#!/nicolas_claxton,15,0,12.5,56.3,14.3,52.4,1.3,1.7,4.4,2.9,1.1,0.1,0.5,0.6,0.9
Chris Clemons,火箭,后卫,1.75,81.6 公斤,1,美国,https://china.nba.com//players/#!/chris_clemons,33,0,8.8,40.1,34.6,90.9,0.1,0.8,4.9,0.9,0.8,0.3,0.2,0.6,0.8
Amir Coffey,快船,后卫-前锋,2.01,95.3 公斤,1,美国,https://china.nba.com//players/#!/amir_coffey,18,1,8.8,42.6,31.6,54.5,0.2,0.7,3.2,0.9,0.8,0.3,0.1,0.4,1.1
John Collins,老鹰,前锋-中锋,2.06,106.6 公斤,3,美国,https://china.nba.com//players/#!/john_collins,176,126,28.3,57.1,36.9,75.7,2.9,5.9,16.2,8.8,1.6,0.6,1.1,1.7,3.1
Zach Collins,开拓者,前锋-中锋,2.11,113.4 公斤,3,美国,https://china.nba.com//players/#!/zach_collins,154,12,17.5,44.4,32.4,72.2,1.2,2.8,5.7,4.0,0.9,0.3,0.7,1.0,2.2
Mike Conley,爵士,后卫,1.85,79.4 公斤,13,美国,https://china.nba.com//players/#!/mike_conley,835,799,32.4,43.9,37.5,81.9,0.5,2.5,14.9,3.0,5.6,1.4,0.2,2.0,2.0
Pat Connaughton,雄鹿,后卫,1.96,94.8 公斤,5,美国,https://china.nba.com//players/#!/pat_connaughton,283,12,15.7,44.3,34.4,79.0,0.6,2.2,4.8,2.8,1.3,0.3,0.3,0.6,1.1
Keandre Cook,黄蜂,后卫,1.96,84.8 公斤,0,美国,https://china.nba.com//players/#!/keandre_cook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinn Cook,湖人,后卫,1.85,81.6 公斤,4,美国,https://china.nba.com//players/#!/quinn_cook,165,29,15.1,46.3,40.7,78.6,0.3,1.5,6.8,1.8,1.7,0.3,0.0,0.8,1.2
Tyler Cook,森林狼,前锋,2.03,115.7 公斤,1,美国,https://china.nba.com//players/#!/tyler_cook,13,0,4.2,66.7,0.0,87.5,0.5,0.6,1.8,1.1,0.1,0.2,0.0,0.2,0.4
DeMarcus Cousins,火箭,中锋,2.08,122.5 公斤,9,美国,https://china.nba.com//players/#!/demarcus_cousins,565,543,32.0,46.1,33.2,73.7,2.8,8.1,21.2,10.9,3.2,1.4,1.2,3.5,3.9
Robert Covington,开拓者,前锋,2.01,94.8 公斤,7,美国,https://china.nba.com//players/#!/robert_covington,396,348,30.0,40.6,35.6,81.1,0.9,4.8,12.7,5.7,1.5,1.7,0.9,1.7,3.1
Torrey Craig,雄鹿,前锋,2.01,100.2 公斤,3,美国,https://china.nba.com//players/#!/torrey_craig,172,69,18.6,45.1,32.0,66.0,1.1,2.3,5.3,3.4,0.8,0.4,0.6,0.5,2.2
Jae Crowder,太阳,前锋,1.98,106.6 公斤,8,美国,https://china.nba.com//players/#!/jae_crowder,608,297,24.7,42.1,34.0,77.8,0.7,3.4,9.6,4.1,1.5,1.0,0.3,0.9,2.0
Jarrett Culver,森林狼,后卫-前锋,1.98,88.5 公斤,1,美国,https://china.nba.com//players/#!/jarrett_culver,63,35,23.9,40.4,29.9,46.2,1.1,2.3,9.2,3.4,1.7,0.9,0.6,1.3,2.0
Seth Curry,76人,后卫,1.88,83.9 公斤,6,美国,https://china.nba.com//players/#!/seth_curry,256,78,22.3,47.5,44.3,83.8,0.3,1.6,10.1,2.0,1.7,0.7,0.1,1.0,1.5
Stephen Curry,勇士,后卫,1.90,83.9 公斤,11,美国,https://china.nba.com//players/#!/stephen_curry,699,693,34.3,47.6,43.5,90.6,0.7,3.8,23.5,4.5,6.6,1.7,0.2,3.1,2.5
Nate Darling,黄蜂,0,0 公斤,0,https://china.nba.com//players/#!/nate_darling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Davis,湖人,前锋-中锋,2.08,114.8 公斤,8,美国,https://china.nba.com//players/#!/anthony_davis,528,523,34.5,51.5,31.9,80.2,2.6,7.8,24.0,10.4,2.2,1.4,2.4,1.9,2.4
Ed Davis,森林狼,中锋-前锋,2.06,98.9 公斤,10,美国,https://china.nba.com//players/#!/ed_davis,668,96,19.8,56.8,0.0,58.3,2.3,4.4,6.3,6.6,0.8,0.5,0.8,0.8,2.5
Terence Davis,猛龙,后卫,1.93,91.2 公斤,1,美国,https://china.nba.com//players/#!/terence_davis,72,4,16.8,45.6,38.8,86.4,0.7,2.6,7.5,3.3,1.6,0.5,0.2,1.1,1.7
Javin DeLaurier,黄蜂,中锋,2.08,106.1 公斤,0,美国,https://china.nba.com//players/#!/javin_delaurier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeMar DeRozan,马刺,后卫-前锋,1.98,99.8 公斤,11,美国,https://china.nba.com//players/#!/demar_derozan,820,808,34.1,45.8,28.2,82.9,0.8,3.6,20.0,4.4,3.6,1.0,0.3,2.1,2.3
Matthew Dellavedova,骑士,后卫,1.90,90.7 公斤,7,澳洲,https://china.nba.com//players/#!/matthew_dellavedova,434,92,20.4,38.9,36.8,83.8,0.4,1.4,5.6,1.8,3.7,0.5,0.1,1.3,1.9
Donte DiVincenzo,雄鹿,后卫,1.93,92.1 公斤,2,美国,https://china.nba.com//players/#!/donte_divincenzo,93,24,20.8,44.5,31.8,73.5,0.9,3.2,8.0,4.1,2.0,1.1,0.3,1.2,1.6
Mamadi Diakite,雄鹿,前锋,2.06,103.4 公斤,0,Guinea,https://china.nba.com//players/#!/mamadi_diakite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamidou Diallo,雷霆,后卫,1.96,91.6 公斤,2,美国,https://china.nba.com//players/#!/hamidou_diallo,97,6,14.7,44.9,24.7,60.7,0.9,1.9,5.2,2.7,0.5,0.6,0.2,0.8,1.8
Gorgui Dieng,灰熊,中锋,2.08,114.3 公斤,7,塞内加尔,https://china.nba.com//players/#!/gorgui_dieng,515,204,22.0,50.0,34.2,78.8,1.8,4.3,7.9,6.1,1.4,0.8,1.0,1.2,2.3
Spencer Dinwiddie,篮网,后卫,1.96,97.5 公斤,6,美国,https://china.nba.com//players/#!/spencer_dinwiddie,317,130,25.7,41.0,31.8,79.3,0.4,2.3,12.9,2.8,5.0,0.7,0.3,1.8,2.4
